Обозначение	Тип	Наименование	Ревизия	Описание
TST-5722-3260-000-D510	I8_PseudoAssy	TST-5722-3260-000-D510	001	Тяга в сборе. ПСК
TST-5722-3270-000-D510	I8_PseudoAssy	TST-5722-3270-000-D510	001	Тяга в сборе. ПСК
TST-5722-3500-001-D510	I8_PseudoAssy	TST-5722-3500-001-D510	004	Обтекатель балки №3 правой. ПСК
TST-5722-3500-002-D510	I8_PseudoAssy	TST-5722-3500-002-D510	004	Обтекатель балки №3 левой. ПСК
TST-5722-3521-003-D441	I8_MaterialEM	TST-5722-3521-003-D441	002	Забивка
TST-5722-3521-004-D441	I8_MaterialEM	TST-5722-3521-004-D441	002	Забивка
TST-5722-3540-000-D510	I8_PseudoAssy	TST-5722-3540-000-D510	004	Шлиц-шарнир. ПСК
TST-5722-3547-001-D510	I8_PseudoAssy	TST-5722-3547-001-D510	004	Лента. ПСК
TST-5722-3547-002-D510	I8_PseudoAssy	TST-5722-3547-002-D510	004	Лента. ПСК
TST-5722-4000-001-D510	I8_PseudoAssy	TST-5722-4000-001-D510	005	Балка №4 правая. ПСК
TST-5722-4000-002-D510	I8_PseudoAssy	TST-5722-4000-002-D510	005	Балка №4 левая. ПСК
TST-5722-4003-000-D510	I8_PseudoAssy	TST-5722-4003-000-D510	002	Тяга в сборе. ПСК
TST-5722-4003-003-D510	I8_PseudoAssy	TST-5722-4003-003-D510	001	Тяга в сборе. ПСК
TST-5722-4010-000-D510	I8_PseudoAssy	TST-5722-4010-000-D510	004	Шлиц-шарнир. ПСК
TST-5722-4100-000-D510	I8_PseudoAssy	TST-5722-4100-000-D510	005	Рельс 4 в сборе. ПСК
TST-5722-4200-001-D510	I8_PseudoAssy	TST-5722-4200-001-D510	004	Механизм №4. ПСК
TST-5722-4200-002-D510	I8_PseudoAssy	TST-5722-4200-002-D510	004	Механизм №4. ПСК
TST-5722-4220-000-D510	I8_PseudoAssy	TST-5722-4220-000-D510	005	Каретка механизма №4. ПСК
TST-5722-4230-000-D510	I8_PseudoAssy	TST-5722-4230-000-D510	005	Траверса. ПСК
TST-5722-4240-000-D510	I8_PseudoAssy	TST-5722-4240-000-D510	003	Сборка кронштейна навески закрылка. ПСК
TST-5722-4270-000-D510	I8_PseudoAssy	TST-5722-4270-000-D510	005	Тяга траверса-закрылок. ПСК
TST-5722-4500-001-D510	I8_PseudoAssy	TST-5722-4500-001-D510	005	Обтекатель балки №4 правый. ПСК
TST-5722-4500-002-D510	I8_PseudoAssy	TST-5722-4500-002-D510	005	Обтекатель балки №4 левый. ПСК
TST-5722-4510-001-D510	I8_PseudoAssy	TST-5722-4510-001-D510	004	Сборка неподвижной части обтекателя балки №4. ПСК
TST-5722-4510-002-D510	I8_PseudoAssy	TST-5722-4510-002-D510	004	Сборка неподвижной части обтекателя балки №4. ПСК
TST-5722-4511-003-D441	I8_MaterialEM	TST-5722-4511-003-D441	002	Забивка
TST-5722-4511-004-D441	I8_MaterialEM	TST-5722-4511-004-D441	002	Забивка
TST-5722-4520-001-D510	I8_PseudoAssy	TST-5722-4520-001-D510	005	Сборка подвижной части обтекателя балки №4. ПСК
TST-5722-4520-002-D510	I8_PseudoAssy	TST-5722-4520-002-D510	005	Сборка подвижной части обтекателя балки №4. ПСК
TST-5722-4521-003-D441	I8_MaterialEM	TST-5722-4521-003-D441	002	Забивка
TST-5722-4521-004-D441	I8_MaterialEM	TST-5722-4521-004-D441	002	Забивка
TST-5722-4545-001-D510	I8_PseudoAssy	TST-5722-4545-001-D510	002	Стыковая лента в сборе. ПСК
TST-5722-4545-002-D510	I8_PseudoAssy	TST-5722-4545-002-D510	002	Стыковая лента в сборе. ПСК
TST-5722-5000-001-D510	I8_PseudoAssy	TST-5722-5000-001-D510	005	Балка №5 правая. ПСК
TST-5722-5000-002-D510	I8_PseudoAssy	TST-5722-5000-002-D510	005	Балка №5 левая. ПСК
TST-5722-5003-000-D510	I8_PseudoAssy	TST-5722-5003-000-D510	004	Тяга в сборе. ПСК
TST-5722-5003-003-D510	I8_PseudoAssy	TST-5722-5003-003-D510	001	Тяга в сборе. ПСК
TST-5722-5010-000-D510	I8_PseudoAssy	TST-5722-5010-000-D510	004	Шлиц-шарнир. ПСК
TST-5722-5100-000-D510	I8_PseudoAssy	TST-5722-5100-000-D510	005	Рельс 5 в сборе. ПСК
TST-5722-5200-001-D510	I8_PseudoAssy	TST-5722-5200-001-D510	005	Механизм №5. ПСК
TST-5722-5200-002-D510	I8_PseudoAssy	TST-5722-5200-002-D510	004	Механизм №5.ПСК
TST-5722-5220-000-D510	I8_PseudoAssy	TST-5722-5220-000-D510	005	Каретка механизма №5. ПСК
TST-5722-5230-001-D510	I8_PseudoAssy	TST-5722-5230-001-D510	005	Траверса в сборе. ПСК
TST-5722-5270-000-D510	I8_PseudoAssy	TST-5722-5270-000-D510	003	Тяга навески закрылка. ПСК
TST-5722-5500-001-D510	I8_PseudoAssy	TST-5722-5500-001-D510	004	Обтекатель балки №5 правый. ПСК
TST-5722-5500-002-D510	I8_PseudoAssy	TST-5722-5500-002-D510	004	Обтекатель балки №5 левый. ПСК
TST-5722-5510-001-D510	I8_PseudoAssy	TST-5722-5510-001-D510	004	Сборка неподвижной части обтекателя балки №5. ПСК
TST-5722-5510-002-D510	I8_PseudoAssy	TST-5722-5510-002-D510	004	Сборка неподвижной части обтекателя балки №5. ПСК
TST-5722-5511-003-D441	I8_MaterialEM	TST-5722-5511-003-D441	002	Забивка
TST-5722-5511-004-D441	I8_MaterialEM	TST-5722-5511-004-D441	002	Забивка
TST-5722-5520-001-D510	I8_PseudoAssy	TST-5722-5520-001-D510	004	Сборка подвижной части обтекателя балки №5. ПСК
TST-5722-5520-002-D510	I8_PseudoAssy	TST-5722-5520-002-D510	004	Сборка подвижной части обтекателя балки №5. ПСК
TST-5722-5521-003-D441	I8_MaterialEM	TST-5722-5521-003-D441	002	Забивка
TST-5722-5521-004-D441	I8_MaterialEM	TST-5722-5521-004-D441	002	Забивка
TST-5722-5545-001-D510	I8_PseudoAssy	TST-5722-5545-001-D510	004	Лента. ПСК
TST-5722-5545-002-D510	I8_PseudoAssy	TST-5722-5545-002-D510	003	Лента. ПСК
TST-5722-6000-001-D510	I8_PseudoAssy	TST-5722-6000-001-D510	005	Балка №6 правая. ПСК
TST-5722-6000-002-D510	I8_PseudoAssy	TST-5722-6000-002-D510	005	Балка №6 левая. ПСК
TST-5722-6100-001-D510	I8_PseudoAssy	TST-5722-6100-001-D510	005	Рельс балки №6. ПСК
TST-5722-6100-002-D510	I8_PseudoAssy	TST-5722-6100-002-D510	003	Рельс балки №6. ПСК
TST-5722-6200-000-D510	I8_PseudoAssy	TST-5722-6200-000-D510	005	Механизм №6. ПСК
TST-5722-6200-002-D510	I8_PseudoAssy	TST-5722-6200-002-D510	004	Механизм №6. ПСК
TST-5722-6210-000-D510	I8_PseudoAssy	TST-5722-6210-000-D510	005	Каретка в сборе. ПСК
TST-5722-6210-002-D510	I8_PseudoAssy	TST-5722-6210-002-D510	004	Каретка в сборе. ПСК
TST-5722-6300-001-D510	I8_PseudoAssy	TST-5722-6300-001-D510	001	Сборка механизма торможения. ПСК
TST-5722-6300-002-D510	I8_PseudoAssy	TST-5722-6300-002-D510	001	Сборка механизма торможения. ПСК
TST-5722-6333-001-D510	I8_PseudoAssy	TST-5722-6333-001-D510	002	Качалка
TST-5722-6500-001-D510	I8_PseudoAssy	TST-5722-6500-001-D510	004	Обтекатель балки №6 правой. ПСК
TST-5722-6500-002-D510	I8_PseudoAssy	TST-5722-6500-002-D510	004	Обтекатель балки №6 левой. ПСК
TST-5722-6510-001-D510	I8_PseudoAssy	TST-5722-6510-001-D510	005	Сборка неподвижной части обтекателя балки №6. ПСК
TST-5722-6510-002-D510	I8_PseudoAssy	TST-5722-6510-002-D510	005	Сборка неподвижной части обтекателя балки №6. ПСК
TST-5722-6511-003-D441	I8_MaterialEM	TST-5722-6511-003-D441	002	Забивка
TST-5722-6511-004-D441	I8_MaterialEM	TST-5722-6511-004-D441	002	Забивка
TST-5722-6520-001-D510	I8_PseudoAssy	TST-5722-6520-001-D510	006	Сборка подвижной части обтекателя балки №6. ПСК
TST-5722-6520-002-D510	I8_PseudoAssy	TST-5722-6520-002-D510	006	Сборка подвижной части обтекателя балки №6. ПСК
TST-5722-6521-003-D441	I8_MaterialEM	TST-5722-6521-003-D441	003	Забивка
TST-5722-6521-004-D441	I8_MaterialEM	TST-5722-6521-004-D441	003	Забивка
TST-5722-6530-001-D510	I8_PseudoAssy	TST-5722-6530-001-D510	002	Тяга в сборе. ПСК
TST-5722-6540-000-D510	I8_PseudoAssy	TST-5722-6540-000-D510	006	Шлиц-шарнир. ПСК
TST-5722-6547-001-D510	I8_PseudoAssy	TST-5722-6547-001-D510	005	Лента. ПСК
TST-5722-6547-002-D510	I8_PseudoAssy	TST-5722-6547-002-D510	005	Лента. ПСК
TST-5723-0000-001-D510	sdb_PsAssyItem	Часть крыла носовая правая. ПСК	002	Часть крыла носовая правая. ПСК
TST-5723-0000-002-D510	sdb_PsAssyItem	Часть крыла носовая левая. ПСК	002	Часть крыла носовая левая. ПСК
TST-5723-1000-001-0011	sdb_DetailItem	Пояс	003	Пояс
TST-5723-1000-001-0021	sdb_DetailItem	Пояс	003	Пояс
TST-5723-1000-002-0011	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-002-0021	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-003-0011	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-003-0021	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-004-0011	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-004-0021	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-005-0011	sdb_DetailItem	Пояс	004	Пояс
TST-5723-1000-005-0021	sdb_DetailItem	Пояс	003	Пояс
TST-5723-1000-006-0011	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-006-0021	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-007-0011	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-007-0021	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-014-0011	sdb_DetailItem	Профиль	004	Профиль
TST-5723-1000-014-0021	sdb_DetailItem	Профиль	004	Профиль
TST-5723-1000-017-0011	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-017-0021	sdb_DetailItem	Пояс	002	Пояс
TST-5723-1000-018-0011	sdb_DetailItem	Накладка	003	Накладка
TST-5723-1000-018-0021	sdb_DetailItem	Накладка	003	Накладка
TST-5723-1000-019-0011	sdb_DetailItem	Окантовка	002	Окантовка
TST-5723-1000-019-0021	sdb_DetailItem	Окантовка	002	Окантовка
TST-5723-1000-020-0011	sdb_DetailItem	Накладка	002	Накладка
TST-5723-1000-020-0021	sdb_DetailItem	Накладка	002	Накладка
TST-5723-1000-021-0011	sdb_DetailItem	Окантовка	001	Окантовка
TST-5723-1000-021-0021	sdb_DetailItem	Окантовка	001	Окантовка
TST-5723-1020-001-0011	sdb_DetailItem	Диафрагма	005	Диафрагма
TST-5723-1020-001-0021	sdb_DetailItem	Диафрагма	005	Диафрагма
TST-5723-1020-001-D510	sdb_PsAssyItem	Установка нервюры 2. ПСК	003	Установка нервюры 2. ПСК
TST-5723-1020-002-0011	sdb_DetailItem	Стойка	003	Стойка
TST-5723-1020-002-0021	sdb_DetailItem	Стойка	003	Стойка
TST-5723-1020-002-D510	sdb_PsAssyItem	Установка нервюры 2. ПСК	003	Установка нервюры 2. ПСК
TST-5723-1030-001-0011	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1030-001-0021	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1030-001-D510	sdb_PsAssyItem	Нервюра 3. ПСК	003	Нервюра 3. ПСК
TST-5723-1030-002-0011	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1030-002-0021	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1030-002-D510	sdb_PsAssyItem	Нервюра 3. ПСК	003	Нервюра 3. ПСК
TST-5723-1040-001-0011	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1040-001-0021	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1040-001-D510	sdb_PsAssyItem	Нервюра 4. ПСК	003	Нервюра 4. ПСК
TST-5723-1040-002-0011	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1040-002-0021	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1040-002-D510	sdb_PsAssyItem	Нервюра 4. ПСК	003	Нервюра 4. ПСК
TST-5723-1050-001-0011	sdb_DetailItem	Диафрагма	005	Диафрагма
TST-5723-1050-001-0021	sdb_DetailItem	Диафрагма	005	Диафрагма
TST-5723-1050-001-D510	sdb_PsAssyItem	Нервюра 5. ПСК	004	Нервюра 5. ПСК
TST-5723-1050-002-0011	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1050-002-0021	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1050-002-D510	sdb_PsAssyItem	Нервюра 5. ПСК	004	Нервюра 5. ПСК
TST-5723-1050-003-0031	sdb_DetailItem	Кронштейн	001	Кронштейн
TST-5723-1050-003-0041	sdb_DetailItem	Кронштейн	001	Кронштейн
TST-5723-1050-004-0011	sdb_DetailItem	Болт	001	Болт
TST-5723-1050-005-0011	sdb_DetailItem	Гайка	001	Гайка
TST-5723-1060-001-0011	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1060-001-0021	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1060-001-D510	sdb_PsAssyItem	Нервюра 6. ПСК	003	Нервюра 6. ПСК
TST-5723-1060-002-0011	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1060-002-0021	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1060-002-D510	sdb_PsAssyItem	Нервюра 6. ПСК	003	Нервюра 6. ПСК
TST-5723-1070-001-0011	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1070-001-0021	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1070-001-D510	sdb_PsAssyItem	Нервюра 7. ПСК	003	Нервюра 7. ПСК
TST-5723-1070-002-0011	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1070-002-0021	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1070-002-D510	sdb_PsAssyItem	Нервюра 7. ПСК	003	Нервюра 7. ПСК
TST-5723-1080-001-0011	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1080-001-0021	sdb_DetailItem	Диафрагма	003	Диафрагма
TST-5723-1080-001-D510	sdb_PsAssyItem	Нервюра 8. ПСК	003	Нервюра 8. ПСК
TST-5723-1080-002-0011	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1080-002-0021	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1080-002-D510	sdb_PsAssyItem	Нервюра 8. ПСК	003	Нервюра 8. ПСК
TST-5723-1090-001-0011	sdb_DetailItem	Диафрагма	005	Диафрагма
TST-5723-1090-001-0021	sdb_DetailItem	Диафрагма	005	Диафрагма
TST-5723-1090-001-D510	sdb_PsAssyItem	Нервюра 9. ПСК	004	Нервюра 9. ПСК
TST-5723-1090-002-0011	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1090-002-0021	sdb_DetailItem	Профиль	002	Профиль
TST-5723-1090-002-D510	sdb_PsAssyItem	Нервюра 9. ПСК	004	Нервюра 9. ПСК
TST-5723-1100-001-0011	sdb_DetailItem	Диафрагма	004	Диафрагма
TST-5723-1100-001-0021	sdb_DetailItem	Диафрагма	004	Диафрагма
